Prediction (Amy),Prediction (Bella),Prediction (Colleen),Prediction (Fizz),Prediction (Holly),Prediction (Ister),Prediction (Liboulen),Prediction (Linestra),Prediction (Ziqual),Succeeded?
99,17,86.8,61,73,54,79.7,85.1,27,1
1,18,83.1,60,75,60,86.7,81.4,70,1
1,16,73.5,63,77,60,80.7,71.8,79,1
99,10,81.4,56,61,53,97.7,79.7,17,0
1,13,70.5,53,63,59,73.7,68.8,36,0
1,9,66.1,61,57,54,82.7,64.4,23,0
99,12,73.9,50,60,56,66.7,72.2,29,1
99,15,89.3,58,71,57,93.7,87.6,35,1
1,17,77.2,62,73,51,75.7,75.5,10,1
1,16,71.2,58,60,53,69.7,69.5,18,1
1,6,59.3,68,66,60,69.7,57.6,70,0
1,8,64.6,53,58,55,58.7,62.9,10,1
1,14,81.2,59,69,52,86.7,79.5,18,1
99,15,70.1,60,68,53,65.7,68.4,27,1
1,17,89.5,49,68,52,85.7,87.8,12,1
99,7,51.1,48,50,58,49.7,49.4,39,0
1,12,54.6,66,67,57,48.7,52.9,56,1
1,13,84.5,58,66,53,94.7,82.8,17,1
99,9,58.5,64,64,57,64.7,56.8,62,1
1,15,73.3,55,69,56,76.7,71.6,48,1
1,8,59.1,68,74,57,51.7,57.4,63,1
99,8,64.5,69,64,59,73.7,62.8,71,1
99,9,72.6,58,65,53,80.7,70.9,27,0
99,6,62.5,61,61,56,55.7,60.8,60,1
99,7,75.5,60,72,60,84.7,73.8,70,0
99,9,60.9,59,60,54,70.7,59.2,8,0
99,15,72.8,67,76,60,66.7,71.1,79,1
1,15,65.2,60,66,55,68.7,63.5,30,0
99,15,68.2,57,59,56,64.7,66.5,24,0
99,9,58.8,63,59,60,64.7,57.1,19,0
99,8,54.3,60,58,57,54.7,52.6,63,1
99,15,67.5,64,67,55,79.7,65.8,39,0
1,13,70.2,66,65,55,63.7,68.5,29,1
99,10,49.9,55,52,54,54.7,48.2,8,0
99,9,58.7,51,55,59,59.7,57,36,1
1,10,73.6,53,57,56,84.7,71.9,54,0
1,2,47.8,53,47,52,50.7,46.1,16,0
1,12,61.5,66,67,57,56.7,59.8,56,1
99,5,58.8,53,61,54,55.7,57.1,27,0
99,10,71.3,60,59,51,68.7,69.6,7,1
99,4,50.5,55,53,57,63.7,48.8,42,1
1,8,56.9,61,59,56,50.7,55.2,36,1
1,11,61.2,53,60,56,62.7,59.5,24,0
99,12,67.3,56,58,55,63.7,65.6,29,1
99,12,80.7,56,67,57,94.7,79,48,1
1,17,91.9,50,57,54,91.7,90,4,1
1,7,46.1,60,64,53,42.7,44.4,29,0
1,11,68.1,54,64,53,75.7,66.4,20,0
99,7,51.6,56,55,53,64.7,49.9,29,1
1,10,62.4,55,70,60,59.7,60.7,100,1
1,16,74.3,64,70,57,70.7,72.6,56,1
99,11,72.6,64,74,55,67.7,70.9,40,1
99,8,59.9,55,53,52,76.7,58.2,13,0
1,10,76.4,59,67,56,80.7,74.7,60,0
1,15,80.4,51,66,59,74.7,78.7,35,1
1,7,72.8,56,64,57,78.7,71.1,49,0
1,3,36.7,54,56,55,49.7,35,50,0
99,18,96,50,67,60,91.7,94.1,29,1
99,17,87.6,67,73,58,84.7,85.9,71,1
99,17,87.3,58,71,57,84.7,85.6,21,1
1,13,87.2,57,68,56,95.7,85.5,12,1
1,14,74.3,58,62,51,68.7,72.6,4,0
1,16,88.4,62,72,55,86.7,86.7,24,1
1,11,69.9,59,61,59,81.7,68.2,53,0
1,8,61.4,63,63,58,52.7,59.7,31,1
99,9,72.4,54,56,56,70.7,70.7,30,1
1,15,67.7,63,69,60,64.7,66,79,1
99,8,52.6,62,55,51,53.7,50.9,7,1
1,12,83.3,68,80,59,85.7,81.6,81,1
1,12,78.4,56,69,55,83.7,76.7,29,0
99,12,71.3,59,67,57,70.7,69.6,41,1
1,14,68.9,61,59,58,81.7,67.2,31,0
1,14,78.6,60,65,57,80.7,76.9,20,1
1,12,66.3,61,67,56,78.7,64.6,41,1
1,7,73,52,50,51,83.7,71.3,5,1
99,14,80.9,63,66,54,71.7,79.2,8,1
1,11,77.7,55,65,58,84.7,76,47,1
1,8,54.6,63,55,58,64.7,52.9,31,1
1,13,80,64,64,56,72.7,78.3,18,1
1,9,42.1,51,55,52,37.7,40.4,15,0
1,14,76.9,56,65,55,74.7,75.2,39,0
1,8,62.2,63,65,56,62.7,60.5,42,0
1,13,72.8,61,64,57,69.7,71.1,13,1
1,11,79.7,52,63,53,80.7,78,24,1
1,12,66.5,61,63,54,68.7,64.8,27,1
1,11,73.2,63,68,60,67.7,71.5,40,1
1,11,58.7,64,60,60,66.7,57,50,0
99,11,82.6,59,66,60,86.7,80.9,59,1
99,12,72.1,60,67,58,80.7,70.4,24,1
99,11,63.4,60,61,53,68.7,61.7,15,0
99,13,72.7,60,65,53,89.7,71,20,1
99,8,52.7,54,59,59,58.7,51,81,1
1,8,55,57,58,56,54.7,53.3,54,0
1,15,82.7,59,66,59,90.7,81,53,1
1,16,67,53,58,54,67.7,65.3,27,1
99,13,56.3,55,68,58,52.7,54.6,72,1
1,5,53.2,57,64,60,48.7,51.5,20,1
1,12,67,51,58,56,68.7,65.3,35,0
1,9,55.5,58,52,55,63.7,53.8,5,1
1,5,49,65,57,56,61.7,47.3,53,1
99,9,50.6,44,50,51,51.7,48.9,3,1
1,7,48.2,62,62,58,53.7,46.5,8,0
1,8,43.1,54,63,60,39.7,41.4,89,1
99,13,82.5,67,73,59,93.7,80.8,54,1
1,17,81.9,59,66,56,87.7,80.2,24,1
99,16,78.3,57,65,52,77.7,76.6,13,1
1,16,91.1,64,70,54,87.7,89.4,12,1
1,13,82.5,53,61,52,93.7,80.8,8,1
1,16,93.7,55,64,52,93.7,91.8,10,0
1,17,80,57,62,54,76.7,78.3,20,0
99,15,84.8,49,74,59,76.7,83.1,54,1
1,10,76.5,54,55,55,85.7,74.8,29,1
1,9,67.5,54,58,53,73.7,65.8,15,0
1,11,60.3,61,61,56,52.7,58.6,41,0
1,12,71.3,47,62,55,70.7,69.6,19,0
99,11,66,55,58,57,54.7,64.3,42,1
1,11,72.9,55,72,58,62.7,71.2,48,1
99,15,72.4,63,63,52,76.7,70.7,12,1
1,15,89.3,50,69,58,93.7,87.6,40,1
1,12,72.1,51,58,58,85.7,70.4,47,1
99,8,69.6,68,63,59,85.7,67.9,81,1
1,9,67.4,58,60,59,78.7,65.7,63,1
99,14,67.2,60,64,55,60.7,65.5,30,0
1,15,80.1,66,75,57,79.7,78.4,63,1
1,15,73.2,54,65,59,66.7,71.5,45,1
99,16,74,58,62,60,75.7,72.3,30,0
1,13,75.6,57,64,54,70.7,73.9,35,1
1,13,65.3,64,64,59,66.7,63.6,63,1
1,12,69.2,55,55,54,79.7,67.5,27,1
1,16,83,58,72,59,89.7,81.3,26,1
1,9,63.2,45,49,52,61.7,61.5,12,0
99,15,67.6,55,65,57,64.7,65.9,14,1
1,13,58.3,61,61,54,58.7,56.6,24,0
99,15,74.8,65,74,60,82.7,73.1,80,1
1,13,65.5,62,58,57,71.7,63.8,35,0
99,6,48.1,62,56,57,49.7,46.4,69,1
1,8,60,67,68,60,61.7,58.3,79,1
1,12,69.5,62,70,53,59.7,67.8,15,1
99,10,66.4,63,66,54,71.7,64.7,20,1
1,8,71.9,50,63,55,71.7,70.2,45,1
99,16,83.9,60,74,57,89.7,82.2,55,1
99,12,76.2,60,62,60,92.7,74.5,70,1
1,12,80.6,62,66,59,89.7,78.9,63,1
1,16,66.7,55,60,56,72.7,65,60,1
99,12,64.5,62,61,53,77.7,62.8,14,1
1,17,89,53,72,59,85.7,87.3,36,0
1,14,76.2,55,68,58,69.7,74.5,79,1
99,17,91.5,49,66,52,91.7,89.8,8,1
1,14,81.5,58,67,53,76.7,79.8,12,1
99,13,84.2,65,69,60,89.7,82.5,60,1
1,12,64.6,67,72,58,77.7,62.9,63,1
1,8,67.1,58,67,55,59.7,65.4,30,0
1,10,60,52,49,51,58.7,58.3,2,0
1,12,71.7,48,59,51,60.7,70,9,1
99,6,59,55,61,58,59.7,57.3,31,1
99,10,71.9,48,57,51,68.7,70.2,3,0
1,11,82.4,47,55,52,96.7,80.7,18,1
99,10,56.6,53,56,59,67.7,54.9,53,0
1,14,75.9,50,69,55,74.7,74.2,44,1
1,12,76.3,63,66,54,72.7,74.6,28,1
1,13,65.6,57,63,60,71.7,63.9,79,1
99,10,59.1,46,49,53,58.7,57.4,21,1
1,9,68.5,61,63,56,58.7,66.8,24,1
1,15,87.2,58,73,58,82.7,85.5,23,1
1,6,55,68,64,58,62.7,53.3,56,1
99,12,71.3,56,58,53,55.7,69.6,3,1
1,12,73.4,63,68,57,91.7,71.7,42,1
99,5,50.6,56,44,53,67.7,48.9,9,0
1,16,83.6,54,67,59,89.7,81.9,45,1
1,16,87.9,54,57,53,91.7,86.2,9,0
1,11,61.2,61,70,58,52.7,59.5,64,1
1,11,60.4,55,68,60,62.7,58.7,79,1
1,7,60.3,61,58,60,63.7,58.6,40,1
1,13,79.8,69,71,58,87.7,78.1,79,1
99,8,67.1,56,69,60,64.7,65.4,49,0
1,11,61.1,64,59,56,52.7,59.4,29,1
99,12,81,49,57,56,94.7,79.3,12,0
99,17,73.3,50,61,53,78.7,71.6,9,0
1,16,76,64,64,54,71.7,74.3,12,1
1,18,90.5,50,64,57,89.7,88.8,20,1
1,7,68.5,58,65,57,76.7,66.8,35,1
1,13,79.9,58,74,59,77.7,78.2,90,1
1,14,73.4,55,58,56,88.7,71.7,42,0
1,8,59.5,64,63,59,56.7,57.8,90,1
1,15,80.4,50,70,59,79.7,78.7,45,1
99,9,53.8,57,60,52,57.7,52.1,16,1
1,12,64.6,59,57,54,67.7,62.9,8,0
99,10,51.8,64,61,59,50.7,50.1,44,1
1,14,73.4,62,62,58,88.7,71.7,55,1
99,4,59.3,56,62,58,62.7,57.6,23,0
1,12,69.1,61,64,59,84.7,67.4,54,0
1,13,75.2,65,71,58,80.7,73.5,31,1
99,13,73.2,58,63,60,79.7,71.5,30,1
99,9,54,64,69,59,52.7,52.3,62,1
99,13,74.6,48,54,51,80.7,72.9,9,0
1,8,54.9,66,72,60,49.7,53.2,70,1
1,7,46.8,54,53,51,57.7,45.1,8,0
1,13,67.4,63,58,54,62.7,65.7,15,1
99,9,67.6,59,63,56,88.7,65.9,47,1
1,5,65.3,60,57,53,68.7,63.6,15,1
99,11,74.8,55,51,52,93.7,73.1,4,0
99,6,59.4,62,58,54,64.7,57.7,12,1
99,10,66.5,51,52,52,71.7,64.8,8,1
1,14,71.1,59,64,58,82.7,69.4,47,0
1,18,93.6,60,82,59,90.7,91.7,80,1
1,13,86.8,57,72,57,90.7,85.1,14,1
1,11,65.3,63,71,58,69.7,63.6,47,0
1,9,77.2,50,58,51,87.7,75.5,9,1
1,5,58.5,64,61,58,70.7,56.8,55,1
1,6,57.7,58,55,57,73.7,56,49,0
1,15,79.8,56,71,58,69.7,78.1,40,1
1,13,75,47,61,57,75.7,73.3,13,1
1,15,80.5,57,66,58,84.7,78.8,71,1
99,17,79.7,57,73,56,76.7,78,36,1
99,10,73.6,52,64,59,84.7,71.9,45,0
1,7,58.9,56,59,53,62.7,57.2,12,0
1,13,62.8,52,60,55,55.7,61.1,34,0
1,10,76.4,54,65,60,85.7,74.7,30,0
1,12,62,48,61,53,51.7,60.3,20,0
1,12,76.9,63,69,55,87.7,75.2,20,1
1,9,66,55,68,59,52.7,64.3,36,0
1,11,72.4,52,56,53,87.7,70.7,18,0
1,10,75.8,53,61,56,85.7,74.1,35,1
99,12,68.6,60,63,53,74.7,66.9,15,0
99,10,56.7,51,64,60,42.7,55,60,1
1,18,86.3,58,77,55,87.7,84.6,50,1
99,16,71.5,45,48,53,69.7,69.8,6,0
1,12,73.7,56,59,60,86.7,72,49,1
1,10,66.8,54,51,58,86.7,65.1,23,1
1,14,76.4,66,70,55,74.7,74.7,34,1
1,11,73,65,63,54,72.7,71.3,27,0
99,6,54.8,60,59,59,57.7,53.1,63,0
1,19,84.7,67,82,58,85.7,83,63,1
99,16,84,57,74,58,84.7,82.3,47,1
99,9,50.9,63,61,58,46.7,49.2,15,1
1,12,71.8,60,59,57,85.7,70.1,34,0
1,10,68.6,51,60,56,62.7,66.9,54,0
1,9,70.7,59,60,57,69.7,69,42,0
1,15,80,62,72,59,79.7,78.3,90,1
1,11,74.6,63,69,54,73.7,72.9,23,1
99,8,59.3,53,60,58,56.7,57.6,32,0
1,7,63.7,66,62,55,64.7,62,34,1
1,11,63.1,61,65,54,73.7,61.4,23,0
99,13,85,66,75,58,89.7,83.3,56,1
1,13,79.8,58,70,55,77.7,78.1,44,1
1,11,63.6,58,52,51,58.7,61.9,1,1
99,11,72.7,48,51,51,77.7,71,7,0
1,3,55.6,58,61,59,52.7,53.9,62,0
1,6,61.5,59,56,56,65.7,59.8,24,0
1,8,71.9,66,64,57,71.7,70.2,48,1
99,8,60,65,65,58,51.7,58.3,47,1
1,11,72.4,53,54,56,82.7,70.7,23,1
1,12,72.1,62,73,55,70.7,70.4,44,1
99,8,60,60,51,54,66.7,58.3,12,0
1,16,78.9,64,79,53,72.7,77.2,30,1
1,13,77.8,52,67,53,71.7,76.1,26,1
99,15,87.7,65,69,58,92.7,86,32,1
99,17,91.9,50,66,51,91.7,90,6,0
1,14,81.7,55,67,52,71.7,80,15,0
1,9,68.5,71,69,60,78.7,66.8,99,1
99,14,81.1,54,58,55,86.7,79.4,15,0
99,10,71.9,56,65,53,78.7,70.2,17,1
1,4,54.3,58,61,60,55.7,52.6,29,1
1,10,78.4,54,66,55,91.7,76.7,49,0
1,7,46,48,49,51,42.7,44.3,2,0
1,7,49.1,61,60,57,63.7,47.4,42,0
1,15,77.1,55,64,56,73.7,75.4,12,1
1,2,45.6,50,44,55,49.7,43.9,34,0
99,10,74.4,62,68,57,89.7,72.7,35,1
1,12,76.1,52,56,53,67.7,74.4,9,0
1,12,83.9,67,77,58,85.7,82.2,63,1
99,11,69.8,60,68,58,76.7,68.1,40,1
99,10,69.5,65,72,54,77.7,67.8,39,1
99,14,75.8,59,70,54,64.7,74.1,16,0
1,16,83.1,49,64,52,84.7,81.4,18,1
99,12,74.3,50,64,55,76.7,72.6,40,1
99,10,62,53,59,57,69.7,60.3,14,0
1,8,47.4,54,57,55,46.7,45.7,39,1
1,7,60.6,50,50,59,68.7,58.9,9,0
1,15,78,51,57,54,88.7,76.3,23,0
99,11,75.4,66,70,57,93.7,73.7,69,1
1,3,58.4,61,59,58,63.7,56.7,47,0
99,11,70.8,62,72,58,71.7,69.1,39,1
1,14,81.5,53,70,54,71.7,79.8,24,1
1,7,63.2,53,66,60,74.7,61.5,79,1
1,15,78,58,67,59,83.7,76.3,44,1
1,10,69.6,50,58,54,67.7,67.9,4,0
1,13,70,53,50,54,83.7,68.3,15,0
1,10,66.7,60,64,57,81.7,65,63,0
1,13,79.8,52,60,51,92.7,78.1,8,0
99,10,69.1,56,56,55,87.7,67.4,39,1
1,10,76.2,54,63,56,85.7,74.5,29,1
99,8,59.8,57,57,52,61.7,58.1,18,0
1,15,79.4,50,59,53,79.7,77.7,26,1
1,9,72.3,54,63,58,75.7,70.6,40,1
99,12,73.4,65,73,58,76.7,71.7,80,1
99,7,48.7,53,50,57,48.7,47,42,0
1,7,60.9,54,60,59,68.7,59.2,89,1
1,15,74.9,51,65,52,82.7,73.2,16,0
99,11,77.1,52,63,51,79.7,75.4,5,0
99,10,71.9,59,61,52,83.7,70.2,13,1
1,15,82.6,56,70,55,90.7,80.9,40,1
1,8,61.4,66,58,57,67.7,59.7,34,0
1,13,75.6,54,52,53,85.7,73.9,12,1
1,8,71.8,50,58,56,86.7,70.1,18,0
99,11,50.8,65,71,56,43.7,49.1,54,1
1,18,83,49,61,59,81.7,81.3,35,1
1,13,79.8,56,71,57,77.7,78.1,69,1
1,13,67.8,64,63,59,77.7,66.1,27,0
1,9,53.1,57,56,60,52.7,51.4,60,0
1,7,51.3,61,58,60,69.7,49.6,79,1
1,11,65,46,41,51,74.7,63.3,1,0
1,14,73.7,61,68,57,78.7,72,28,1
99,5,38.7,57,55,57,47.7,37,41,1
1,10,63.8,54,61,53,65.7,62.1,24,1
1,18,73.5,61,75,58,77.7,71.8,64,1
1,9,82.4,56,67,55,94.7,80.7,35,0
99,14,78.6,58,64,53,80.7,76.9,26,1
1,11,53.6,68,65,59,54.7,51.9,89,1
99,13,61.1,50,63,59,59.7,59.4,62,1
1,13,63.2,54,56,56,70.7,61.5,30,0
1,14,74.2,55,65,54,73.7,72.5,19,1
1,12,76.3,56,67,59,67.7,74.6,63,1
1,11,75.3,61,71,58,78.7,73.6,64,1
99,10,57.6,54,55,58,72.7,55.9,56,0
1,13,77.3,59,63,56,91.7,75.6,36,1
99,13,75.4,55,61,57,90.7,73.7,27,0
99,10,66.8,49,58,54,76.7,65.1,27,1
1,7,69.8,56,59,58,72.7,68.1,39,0
1,11,60.6,48,47,51,62.7,58.9,4,0
1,6,62.2,54,58,54,65.7,60.5,4,0
1,12,71.3,66,69,59,90.7,69.6,45,0
1,14,79.2,62,67,53,75.7,77.5,29,1
1,8,47.2,59,56,60,51.7,45.5,40,0
1,10,80.6,57,61,54,87.7,78.9,27,0
1,12,75.8,56,60,53,77.7,74.1,24,1
1,4,50.1,60,64,59,48.7,48.4,44,1
1,1,49.1,55,44,52,52.7,47.4,8,0
1,14,81.6,55,67,54,76.7,79.9,39,1
99,11,65.2,53,57,57,64.7,63.5,13,0
99,13,79.6,65,80,60,72.7,77.9,80,1
99,17,87.2,62,71,57,84.7,85.5,56,1
1,17,73.3,52,61,53,73.7,71.6,20,1
99,15,79.5,53,72,54,69.7,77.8,27,1
99,12,69.1,62,66,55,64.7,67.4,50,0
99,3,53.2,66,66,58,56.7,51.5,56,0
1,15,92.2,60,78,60,94.7,90.3,30,1
1,8,52.8,68,63,57,63.7,51.1,62,0
1,8,45.6,51,46,54,45.7,43.9,8,0
1,7,65.9,60,63,56,60.7,64.2,6,1
1,11,61.3,54,55,53,57.7,59.6,9,0
1,16,86,63,77,52,75.7,84.3,16,1
1,13,68.5,62,66,59,87.7,66.8,63,0
1,13,75.5,64,77,58,65.7,73.8,55,0
1,10,69.7,54,54,55,87.7,68,25,1
99,6,54.6,53,57,56,72.7,52.9,41,0
1,11,62.9,58,61,57,68.7,61.2,20,1
1,11,73.1,54,64,55,77.7,71.4,34,1
1,13,68.1,60,60,58,67.7,66.4,23,1
1,18,83.7,52,64,59,86.7,82,26,1
99,5,60.7,62,65,60,66.7,59,49,1
1,14,86,54,56,53,93.7,84.3,12,1
1,9,72.5,67,62,56,80.7,70.8,35,1
99,17,77.7,56,71,53,85.7,76,26,0
1,10,54.8,65,66,56,56.7,53.1,54,1
1,16,76.8,51,67,57,76.7,75.1,41,1
99,18,74.5,46,53,51,77.7,72.8,7,0
1,15,65.3,53,66,58,68.7,63.6,71,0
1,14,72,50,54,57,87.7,70.3,7,1
99,6,51.8,64,66,60,46.7,50.1,50,1
1,14,78.7,62,72,60,80.7,77,49,1
1,11,70.8,50,59,55,81.7,69.1,49,1
1,15,75.2,56,67,58,82.7,73.5,40,1
99,11,68.1,57,61,54,50.7,66.4,15,1
99,13,70.2,55,67,60,83.7,68.5,59,0
1,11,60.6,51,53,54,62.7,58.9,35,1
1,14,75.8,66,70,56,89.7,74.1,30,1
99,4,52.4,59,50,54,64.7,50.7,28,0
1,14,64.6,67,68,56,74.7,62.9,36,1
1,12,73.9,61,70,56,81.7,72.2,42,1
1,11,60.3,56,55,53,57.7,58.6,12,0
99,8,57.1,55,60,57,65.7,55.4,27,1
1,14,87.9,54,70,55,94.7,86.2,24,1
1,12,76,57,56,56,87.7,74.3,12,1
1,10,45.2,62,52,54,37.7,43.5,12,0
1,14,69.3,57,58,54,76.7,67.6,24,0
99,7,68.3,60,56,55,81.7,66.6,29,1
1,12,67.3,51,50,52,73.7,65.6,8,0
1,17,82.6,56,60,51,87.7,80.9,5,1
99,17,91.7,52,67,57,86.7,90,34,1
1,14,83.5,53,61,56,77.7,81.8,23,1
99,7,73.2,62,69,55,78.7,71.5,35,1
99,14,61.9,51,55,54,68.7,60.2,28,0
1,12,64.1,68,65,57,77.7,62.4,56,0
1,10,83.7,50,68,60,98.7,82,49,0
1,4,60,68,66,59,62.7,58.3,62,1
99,3,36.3,65,60,58,49.7,34.6,72,1
1,11,58.2,65,62,60,71.7,56.5,39,1
1,9,58.9,62,54,55,64.7,57.2,24,0
1,8,47.3,60,55,58,46.7,45.6,39,1
1,14,76.9,62,68,55,74.7,75.2,29,1
1,11,65.8,64,68,60,64.7,64.1,29,1
1,8,54.8,52,62,55,54.7,53.1,49,1
1,9,80.2,55,64,54,93.7,78.5,19,1
1,10,49.6,56,60,57,54.7,47.9,55,0
1,9,68.2,52,59,59,78.7,66.5,27,1
1,13,80.1,65,68,59,82.7,78.4,72,1
1,10,66.2,48,65,53,61.7,64.5,27,1
1,2,44.8,55,49,57,49.7,43.1,41,0
1,5,58.2,51,54,57,65.7,56.5,42,0
1,12,73.8,56,53,55,91.7,72.1,5,0
1,17,81.8,55,69,56,77.7,80.1,23,1
99,9,65.7,52,52,57,72.7,64,35,0
1,11,85,56,68,55,97.7,83.3,44,1
99,5,53.9,55,46,54,53.7,52.2,8,0
99,13,68.2,53,64,56,57.7,66.5,42,0
99,9,68.4,49,52,52,68.7,66.7,4,0
99,16,78.7,55,59,52,77.7,77,8,1
99,14,66.9,52,57,53,60.7,65.2,14,0
99,12,73.6,61,71,56,76.7,71.9,42,1
1,14,61.9,70,69,59,63.7,60.2,80,1
1,11,75.7,57,69,56,73.7,74,48,1
1,11,74.7,54,65,57,68.7,73,62,1
1,7,70.6,60,60,55,77.7,68.9,49,1
1,16,76,63,69,52,86.7,74.3,10,1
1,11,54,57,62,58,59.7,52.3,79,1
1,5,57.8,62,63,59,65.7,56.1,90,1
1,7,51.4,58,46,53,59.7,49.7,9,0
99,12,69.1,53,54,53,59.7,67.4,6,0
99,8,59.7,62,62,57,51.7,58,49,1
1,14,69.7,57,53,54,76.7,68,15,0
99,14,74,58,67,57,78.7,72.3,35,1
1,7,65.9,57,64,58,70.7,64.2,71,1
1,7,61,66,70,57,63.7,59.3,55,1
1,13,77.8,58,71,53,66.7,76.1,23,1
1,10,83.2,58,69,57,98.7,81.5,49,0
1,12,83.6,60,74,55,95.7,81.9,49,1
1,9,67.6,70,70,59,78.7,65.9,80,1
99,12,71.8,59,70,58,60.7,70.1,64,1
99,16,83.1,47,58,54,74.7,81.4,20,1
1,12,62.4,59,67,57,56.7,60.7,28,1
1,11,62.9,56,60,53,68.7,61.2,26,1
99,13,60.2,51,51,54,69.7,58.5,32,0
1,12,81.6,49,61,57,84.7,79.9,41,1
99,13,75.2,55,71,54,60.7,73.5,23,0
1,12,73.4,59,67,54,91.7,71.7,27,1
99,6,47.9,63,53,56,49.7,46.2,36,1
1,11,68.4,48,58,58,85.7,66.7,40,1
1,9,70.9,64,68,55,74.7,69.2,39,1
1,12,74.3,65,70,60,91.7,72.6,59,1
1,15,80.3,50,63,53,89.7,78.6,15,0
99,8,71.6,67,75,59,76.7,69.9,54,1
1,14,85.4,50,63,59,83.7,83.7,45,1
1,7,48.5,62,67,60,48.7,46.8,89,1
1,8,57.2,56,55,55,65.7,55.5,25,1
99,9,58.1,48,47,55,79.7,56.4,40,0
99,6,63.9,51,49,52,71.7,62.2,10,1
1,7,58.8,65,62,56,57.7,57.1,48,1
1,11,75.3,53,63,57,78.7,73.6,42,0
99,5,46.7,68,57,57,50.7,45,48,0
1,16,93.9,66,74,58,93.7,92,40,1
99,11,75.3,59,67,55,83.7,73.6,20,1
99,14,81,48,69,60,91.7,79.3,50,1
1,14,86.3,58,63,53,83.7,84.6,18,0
1,8,59.5,56,60,58,66.7,57.8,23,0
1,11,67.5,57,68,56,55.7,65.8,48,1
99,10,61.9,53,61,58,74.7,60.2,31,1
1,10,64.3,58,72,55,55.7,62.6,50,1
1,9,58.4,59,60,55,54.7,56.7,19,1
99,14,83.1,58,74,60,87.7,81.4,10,1
99,11,60.7,54,62,53,67.7,59,27,1
1,10,59,55,63,60,63.7,57.3,59,1
99,10,66.6,47,59,54,71.7,64.9,32,1
99,11,86.7,63,72,56,98.7,85,41,1
1,9,63.2,57,68,56,56.7,61.5,60,1
1,9,58.3,52,52,58,64.7,56.6,23,0
99,12,71.1,59,73,59,75.7,69.4,72,1
1,14,74,54,68,55,88.7,72.3,50,1
1,12,68.6,52,61,56,69.7,66.9,6,0
1,11,82.7,58,58,55,96.7,81,14,1
99,7,58.5,51,50,57,77.7,56.8,28,1
99,10,61.9,60,59,53,64.7,60.2,23,1
1,15,70,58,59,55,85.7,68.3,25,0
1,17,84.6,55,74,56,83.7,82.9,54,1
99,15,63.1,52,61,57,67.7,61.4,49,1
99,16,81.5,47,64,54,78.7,79.8,39,1
1,15,82.1,56,72,58,85.7,80.4,55,1
1,10,78.6,57,66,58,81.7,76.9,32,0
1,19,97.3,57,70,57,90.7,95.4,13,1
99,10,76.6,49,52,54,95.7,74.9,8,0
99,10,67.3,59,71,60,66.7,65.6,60,1
99,12,54.5,57,64,52,48.7,52.8,16,0
1,8,55.1,62,59,60,59.7,53.4,90,0
99,13,65.2,49,54,55,71.7,63.5,19,1
1,19,89.1,63,68,52,87.7,87.4,4,1
99,7,57.8,49,47,55,57.7,56.1,20,1
1,9,63.7,57,57,59,66.7,62,36,1
1,12,78.4,59,69,59,78.7,76.7,36,1
99,9,55.9,63,63,56,63.7,54.2,23,1
1,12,66.4,54,69,58,58.7,64.7,39,1
99,13,82.3,59,65,54,88.7,80.6,24,0
1,9,50.6,57,53,57,56.7,48.9,28,1
1,9,65,56,62,55,72.7,63.3,29,0
1,12,78.6,50,65,56,73.7,76.9,6,0
1,10,69.1,56,64,55,67.7,67.4,34,1
99,8,63.9,61,62,58,73.7,62.2,63,0
1,14,69.1,61,63,56,76.7,67.4,47,0
1,15,77.6,53,66,54,68.7,75.9,20,1
99,5,51.5,66,62,55,62.7,49.8,35,1
1,17,89.6,53,65,56,85.7,87.9,47,1
1,14,74.3,50,64,55,78.7,72.6,34,1
1,12,68.9,61,65,57,84.7,67.2,41,0
1,7,49.1,64,64,57,53.7,47.4,49,1
99,5,60.4,62,58,51,71.7,58.7,5,0
1,15,89.4,49,66,54,88.7,87.7,16,0
1,9,58.2,59,61,54,59.7,56.5,24,0
1,9,61,55,60,56,70.7,59.3,23,0
1,16,93.6,68,81,57,93.7,91.7,69,1
1,9,67.5,68,68,57,78.7,65.8,69,0
1,13,75.7,59,68,58,75.7,74,72,0
99,11,67.7,60,67,58,75.7,66,23,1
99,8,61.4,55,60,56,72.7,59.7,47,0
1,10,74.4,58,62,53,79.7,72.7,3,1
99,14,76.1,58,71,57,69.7,74.4,34,1
1,10,62.1,49,62,59,44.7,60.4,36,0
99,12,71.3,53,52,54,80.7,69.6,8,0
1,14,79.3,55,66,58,90.7,77.6,47,1
1,16,84.1,47,59,52,89.7,82.4,14,1
99,4,57.5,47,49,54,56.7,55.8,15,0
99,16,73.6,45,53,52,85.7,71.9,6,0
99,7,56.4,59,45,53,76.7,54.7,6,0
99,8,42.5,59,58,59,44.7,40.8,35,1
1,9,72.6,63,62,52,90.7,70.9,12,0
99,5,46.8,63,56,56,45.7,45.1,42,1
1,11,68.1,60,61,60,75.7,66.4,50,1
1,12,75.8,59,61,52,77.7,74.1,14,1
1,14,68.9,62,62,53,61.7,67.2,9,1
99,9,77.9,61,61,56,82.7,76.2,35,0
1,10,69.1,57,60,59,77.7,67.4,36,1
1,14,68.7,57,72,58,76.7,67,80,1
99,15,89.3,47,60,52,93.7,87.6,6,0
99,14,71.8,54,60,60,67.7,70.1,29,1
